Protein_id,Protein_description,Gene_name,hrp_1,hrp_2,h2o2_1,h2o2_2,t4_1,t4_2,t5_1,t5_2,signal_ratio,fp,tp,tpr,fpr,tpr_fpr,fdr
3410,"Lap1, isoform B;Protein lap1",Lap1,5.8846,5.4819,5.6245,5.7017,5.662,5.6336,5.9771,5.641,0.49519999999999964,0,0,0.044715447154471545,0.009259259259259259,0.035456187895212286,0.005263157894736842
2546,RE07815p,Ugt317A1,6.4513,6.3466,5.3546,6.197,6.1948,6.2716,6.8376,6.1032,0.49100000000000055,0,0,0.044715447154471545,0.009259259259259259,0.035456187895212286,0.005263157894736842
3293,"Signal transducer and activator of transcription;Signal transducer and activator of transcription;Signal transducer and activator of transcription;Signal transducer and activator of transcription;Signal transducer and activator of transcription;MIP14837p (Fragment);Signal transducer and transcription activator;Signal transducer and transcription activator, Isoform C;Signal transducer and transcription activator, Isoform B;Signal transducer and transcription activator, Isoform G",Stat92E;Stat92E-RE,6.0592,5.5092,5.8611,5.8905,5.5,5.5725,5.9947,5.9308,0.48550000000000004,0,0,0.044715447154471545,0.009259259259259259,0.035456187895212286,0.005263157894736842
FBgn0051100,"Uncharacterized protein, isoform B;RE06501p;Uncharacterized protein, isoform A",CG11976;CG11978,6.3025,6.0056,6.1899,6.3477,6.1634,6.2616,6.4895,6.3324,0.48389999999999933,0,0,0.044715447154471545,0.009259259259259259,0.035456187895212286,0.005263157894736842
1926,GH09096p,CG6491,7.0373,6.4468,6.6916,6.4474,5.8712,5.9243,6.9239,6.7896,0.4771000000000001,0,0,0.044715447154471545,0.009259259259259259,0.035456187895212286,0.005263157894736842
1625,"Potassium voltage-gated channel protein Shaker, Isoform Beta;Potassium voltage-gated channel protein Shaker, Isoform L",Sh;Sh-RF,6.5358,6.1605,6.1392,6.6516,7.3107,7.2393,6.6348,6.6761,0.4743000000000004,0,0,0.044715447154471545,0.009259259259259259,0.035456187895212286,0.005263157894736842
3732,Protein PTOV1 homolog,CG13609,5.6413,4.9647,5.2989,5.4948,5.1862,5.2551,5.4356,5.3641,0.4709000000000003,0,0,0.044715447154471545,0.009259259259259259,0.035456187895212286,0.005263157894736842
FBgn0025876,Retrovirus-related Gag polyprotein from transposon opus,gag,6.0049,5.9539,5.0471,5.3494,5.7803,5.2106,6.422,5.799,0.46809999999999974,0,0,0.044715447154471545,0.009259259259259259,0.035456187895212286,0.005263157894736842
FBgn0027843,"Carbonic anhydrase 2, isoform A",CAH2,6.8999,6.3846,6.6662,6.4434,7.3411,7.2362,6.8474,6.8971,0.46280000000000054,0,1,0.046747967479674794,0.009259259259259259,0.037488708220415536,0.005263157894736842
3062,"FI20143p1;RE09720p;Uncharacterized protein, isoform A;GH05433p",CG10151;CG10151-RD;Dmel\CG10151,6.2058,5.7533,5.7947,5.814,5.8038,5.789,6.2128,6.1353,0.45949999999999935,0,0,0.046747967479674794,0.009259259259259259,0.037488708220415536,0.005263157894736842
3720,NEDD8-activating enzyme E1 regulatory subunit;Nedd8-activating enzyme E1 regulatory subunit,APP-BP1,5.6345,5.275,5.1758,5.2756,4.9186,5.0684,5.7258,5.7067,0.4507999999999992,0,0,0.046747967479674794,0.009259259259259259,0.037488708220415536,0.005263157894736842
FBgn0004381,Kinesin-like protein;Kinesin-like protein Klp68D,Klp68D,6.1622,6.1065,6.2295,6.2149,6.2736,6.3132,6.557,6.404,0.4505000000000008,0,0,0.046747967479674794,0.009259259259259259,0.037488708220415536,0.005263157894736842
FBgn0022985,"Quaking related 58E-2, isoform A",qkr58E-2,5.9316,5.7015,5.7012,5.8973,6.0368,6.0632,6.1517,6.0299,0.4501999999999997,0,0,0.046747967479674794,0.009259259259259259,0.037488708220415536,0.005263157894736842
3310,Non-specific serine/threonine protein kinase (Fragment);Non-specific serine/threonine protein kinase;Non-specific serine/threonine protein kinase;Non-specific serine/threonine protein kinase,Wnk,5.7997,5.6174,5.8172,5.6222,5.636,5.6775,6.0629,5.9649,0.4455,0,0,0.046747967479674794,0.009259259259259259,0.037488708220415536,0.005263157894736842
FBgn0264006,"Dyschronic, isoform G",CG17368;CG32132;CG32132-RA;CG34400-RF;dysc,7.5522,7.2922,6.8941,7.6854,7.7345,7.8208,7.7365,7.4451,0.44430000000000014,0,0,0.046747967479674794,0.009259259259259259,0.037488708220415536,0.005263157894736842
FBgn0027581,"Uncharacterized protein, isoform B;Uncharacterized protein, isoform C;FI19824p1;BcDNA.GH06193",BcDNA.GH06193;Dmel\CG6191,6.49,6.1796,6.411,6.3786,6.3727,6.361,6.6223,6.5871,0.4427000000000003,0,0,0.046747967479674794,0.009259259259259259,0.037488708220415536,0.005263157894736842
1257,Adenylosuccinate synthetase,AdSS;CG17273-RA,7.0502,6.4719,6.2972,7.0431,7.165,7.1847,6.9145,6.9857,0.44260000000000055,0,0,0.046747967479674794,0.009259259259259259,0.037488708220415536,0.005263157894736842
FBgn0028342,"ATP synthase, delta subunit, isoform A",ATPsyndelta,7.0506,6.7061,6.8397,6.727,7.1183,6.9585,7.1479,7.0271,0.44179999999999975,1,0,0.046747967479674794,0.010802469135802469,0.035945498343872326,0.0061403508771929825
1102,Dehydrogenase/reductase SDR family protein 7-like,CG7601,7.4642,6.8297,7.08,6.9188,6.4455,6.492,7.268,7.3776,0.4382999999999999,0,0,0.046747967479674794,0.010802469135802469,0.035945498343872326,0.0061403508771929825
FBgn0033451,FI02892p,CG1665;Marc,7.3203,6.716,7.1925,7.0764,7.2929,7.3543,7.1535,7.3109,0.4375,1,0,0.046747967479674794,0.012345679012345678,0.034402288467329116,0.007017543859649123
FBgn0262736,V-type proton ATPase proteolipid subunit;V-type proton ATPase proteolipid subunit (Fragment);V-type proton ATPase 16 kDa proteolipid subunit;V-type proton ATPase proteolipid subunit,CG32090-RA;Vha16-1;Vha16-3;Vha16-3-RA,7.5237,7.7594,7.6935,7.7675,7.7201,7.7031,8.1963,7.9434,0.4369000000000005,0,0,0.046747967479674794,0.012345679012345678,0.034402288467329116,0.007017543859649123
FBgn0038282,"Defective proboscis extension response 9, isoform A",dpr9,7.066,6.6175,6.6046,6.3827,6.9775,6.9875,7.0535,6.9859,0.43599999999999994,0,1,0.04878048780487805,0.012345679012345678,0.03643480879253237,0.007017543859649123
FBgn0250833,GEO11286p1,CG7072,6.7442,6.2191,6.007,5.913,6.0526,6.0089,6.654,6.7768,0.43489999999999984,0,1,0.0508130081300813,0.012345679012345678,0.03846732911773562,0.007017543859649123
FBgn0004167,BetaH spectrin (Fragment),kst,5.8036,5.7426,5.7867,5.9636,6.1059,5.9985,6.1753,6.0449,0.43269999999999964,0,1,0.052845528455284556,0.012345679012345678,0.04049984944293888,0.007017543859649123
3392,Cuticular protein 64Ad,Cpr64Ad,5.8346,5.5206,5.9838,5.5228,5.4669,5.4202,5.9531,5.9873,0.4325000000000001,0,0,0.052845528455284556,0.012345679012345678,0.04049984944293888,0.007017543859649123
1472,"IP05440p (Fragment);Uncharacterized protein, isoform B",CG13026;Dmel\CG13026,7.1395,6.5346,6.7547,6.741,6.4939,6.4132,6.9658,6.9962,0.4311999999999996,0,0,0.052845528455284556,0.012345679012345678,0.04049984944293888,0.007017543859649123
FBgn0028387,"CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);CHM (Fragment);MIP19344p (Fragment);Chameau, isoform B;Histone acetyltransferase;Histone acetyltransferase;Histone acetyltransferase",chm;chm-RA,6.1069,5.8925,5.8787,5.8974,5.7439,5.8754,6.3235,6.6097,0.43100000000000005,1,0,0.052845528455284556,0.013888888888888888,0.03895663956639567,0.007894736842105263
FBgn0016075,"Viking, isoform A",vkg;vkg-RA,8.1363,7.8714,7.7915,7.783,7.6861,7.7681,8.2968,8.3386,0.4253999999999989,0,1,0.054878048780487805,0.013888888888888888,0.04098915989159892,0.007894736842105263
3368,LD44506p,Dmel\CG5745,6.0079,5.6628,5.7162,5.7467,5.3507,5.4986,6.0868,5.7739,0.4240000000000004,0,0,0.054878048780487805,0.013888888888888888,0.04098915989159892,0.007894736842105263
FBgn0037707,LD23870p,RnpS1,7.1164,6.3851,6.7051,6.5776,6.14,6.1235,6.8089,7.1618,0.42379999999999995,0,0,0.054878048780487805,0.013888888888888888,0.04098915989159892,0.007894736842105263
2761,"Cleavage and polyadenylation specific factor 6, isoform B;Cleavage and polyadenylation specificity factor subunit 6",Cpsf6,6.2642,5.8895,5.9573,6.0714,6.0089,6.0315,6.3081,6.3374,0.41859999999999964,0,0,0.054878048780487805,0.013888888888888888,0.04098915989159892,0.007894736842105263
FBgn0025631,"Moody, isoform C",moody,6.3281,5.8544,5.6768,6.1262,6.5459,6.5862,6.2729,6.3015,0.41849999999999987,0,1,0.056910569105691054,0.013888888888888888,0.043021680216802166,0.007894736842105263
FBgn0010039,Inactive glutathione S-transferase D3,GstD3,6.4288,6.2345,6.3904,6.3374,6.392,6.4347,6.6503,6.431,0.41579999999999995,1,0,0.056910569105691054,0.015432098765432098,0.041478470340258956,0.008771929824561403
3251,Trafficking protein particle complex subunit,Bet5,5.8228,5.623,5.8363,5.8293,5.7849,5.7644,6.0346,5.9128,0.41159999999999997,0,0,0.056910569105691054,0.015432098765432098,0.041478470340258956,0.008771929824561403
3789,Uncharacterized protein,Dmel\CG15744,5.2413,5.0375,4.9835,4.7446,4.9666,5.0661,5.448,6.081,0.41050000000000075,0,0,0.056910569105691054,0.015432098765432098,0.041478470340258956,0.008771929824561403
FBgn0015399,"GM02380p1;KEK1;CG12283 (Fragment);SD01674p;Kekkon 1, isoform B",CG12283;kek1;kek1-RA,6.577,6.2322,6.253,6.206,6.5454,6.5681,6.6406,6.7516,0.4084000000000003,0,1,0.05894308943089431,0.015432098765432098,0.04351099066546221,0.008771929824561403
FBgn0000318,Thioredoxin domain-containing protein 17,cl,7.6069,6.6289,6.5971,7.074,6.4737,6.5669,7.0348,7.0412,0.4058999999999999,0,0,0.05894308943089431,0.015432098765432098,0.04351099066546221,0.008771929824561403
3673,GH01279p,Dmel\CG7509,5.8702,5.2996,5.2945,5.1711,5.2466,5.2534,5.7027,5.6313,0.40310000000000024,0,0,0.05894308943089431,0.015432098765432098,0.04351099066546221,0.008771929824561403
2080,Fibroblast growth factor receptor homolog 1,htl,6.5136,6.1202,6.525,6.306,6.3958,6.4955,6.5233,6.5839,0.40310000000000024,0,0,0.05894308943089431,0.015432098765432098,0.04351099066546221,0.008771929824561403
FBgn0086690,"Pericentrin-like protein, isoform P;Pericentrin-like protein, isoform D;Pericentrin-like protein, isoform G;Pericentrin-like protein, isoform M;Pericentrin-like protein, isoform H;Pericentrin-like protein, isoform N;Pericentrin-like protein, isoform K;Pericentrin-like protein, isoform J;Pericentrin-like protein, isoform O;Pericentrin-like protein, isoform L;Pericentrin-like protein, isoform F;309 kDa centrosomal protein",Plp,7.5161,6.792,6.9003,6.7155,6.7133,6.7399,7.1917,7.2375,0.39970000000000017,0,0,0.05894308943089431,0.015432098765432098,0.04351099066546221,0.008771929824561403
FBgn0260934,Non-specific serine/threonine protein kinase,KP78a;par-1,6.0908,6.0432,6.0123,6.2426,6.4466,6.3762,6.4423,6.3915,0.3991000000000007,0,0,0.05894308943089431,0.015432098765432098,0.04351099066546221,0.008771929824561403
3835,GM03616p;FI17510p1,CG9917-RA;Dmel\CG9917,5.4476,4.694,3.844,3.8743,5.4999,5.4334,5.0927,5.8962,0.39869999999999983,0,0,0.05894308943089431,0.015432098765432098,0.04351099066546221,0.008771929824561403
FBgn0050158,FI21445p1,CG30158;Dmel\CG30158,7.0074,6.6746,6.8808,6.8408,6.9246,6.988,7.073,7.0243,0.39840000000000053,0,0,0.05894308943089431,0.015432098765432098,0.04351099066546221,0.008771929824561403
FBgn0033728,Cuticular protein 49Ae,Cpr49Ae,6.6257,6.0471,5.8269,6.1277,5.8887,5.7439,6.4452,6.5787,0.39809999999999945,0,1,0.06097560975609756,0.015432098765432098,0.04554351099066546,0.008771929824561403
FBgn0041582,"Tamo, isoform B;Protein tamozhennic",tamo,6.7612,6.2204,6.2504,6.2874,6.254,6.344,6.6171,6.6699,0.39670000000000005,1,0,0.06097560975609756,0.016975308641975308,0.04400030111412225,0.009649122807017544
3620,DRIM domain-containing protein,Dmel\CG4554,5.4962,5.3892,5.4398,5.4708,5.4322,5.415,5.7857,5.665,0.3965000000000005,0,0,0.06097560975609756,0.016975308641975308,0.04400030111412225,0.009649122807017544
2822,GH16255p,jeb,6.2347,5.8983,6.0091,5.8549,5.9478,6.0092,6.2938,6.302,0.3955000000000002,0,0,0.06097560975609756,0.016975308641975308,0.04400030111412225,0.009649122807017544
FBgn0033734,LD23856p,FBgn 33734,6.3948,6.1514,6.3916,6.3952,6.3716,6.4413,6.5436,6.517,0.3921999999999999,0,0,0.06097560975609756,0.016975308641975308,0.04400030111412225,0.009649122807017544
FBgn0035539,LD16414p,slow,6.3507,6.0454,5.8758,5.9453,6.1308,6.1559,6.437,6.4463,0.3916000000000004,0,1,0.06300813008130081,0.016975308641975308,0.0460328214393255,0.009649122807017544
FBgn0027330,RNA cytidine acetyltransferase;RNA cytidine acetyltransferase;RNA cytidine acetyltransferase,CG1994;l(1)G0020;l(1)G0020-RA,6.2235,5.7936,5.7986,5.7799,5.5572,5.6203,6.185,6.2035,0.39139999999999997,0,0,0.06300813008130081,0.016975308641975308,0.0460328214393255,0.009649122807017544
3593,Protein YIPF,Dmel\CG4645,5.4751,5.3787,5.6373,5.4619,5.4542,5.3779,5.7691,5.8031,0.39039999999999964,0,0,0.06300813008130081,0.016975308641975308,0.0460328214393255,0.009649122807017544
2395,Filaggrin,FLG,6.9271,6.2768,6.4425,6.127,5.5761,5.8974,6.6644,6.4388,0.38759999999999994,0,0,0.06300813008130081,0.016975308641975308,0.0460328214393255,0.009649122807017544
3446,"Kinesin associated protein 3, isoform H;Kinesin associated protein 3, isoform M;Kinesin associated protein 3, isoform F;Kinesin associated protein 3, isoform N;Kinesin associated protein 3, isoform G",Kap3,5.8978,5.5038,5.5464,5.6021,5.3961,5.3912,5.8912,6.118,0.3874000000000004,0,0,0.06300813008130081,0.016975308641975308,0.0460328214393255,0.009649122807017544
FBgn0000711,Serine/threonine-protein phosphatase,flw;Pp1-Y2,7.0955,6.8771,7.0225,7.0672,6.9132,6.9851,7.2641,7.269,0.38699999999999957,0,0,0.06300813008130081,0.016975308641975308,0.0460328214393255,0.009649122807017544
3109,LD24014p,Wdr33,5.8848,5.8151,5.9971,5.9469,5.698,5.749,6.2012,6.0209,0.3860999999999999,0,0,0.06300813008130081,0.016975308641975308,0.0460328214393255,0.009649122807017544
3481,"Transcription termination factor, mitochondrial",mTTF,6.0107,5.5929,5.656,5.5304,5.1464,5.2441,5.9743,5.9495,0.3814000000000002,0,0,0.06300813008130081,0.016975308641975308,0.0460328214393255,0.009649122807017544
FBgn0034972,IP13005p (Fragment);COesterase domain-containing protein,CG10339;Dmel\CG10339,6.0964,5.7404,5.8766,5.9335,5.9558,6.0413,6.1216,6.0081,0.38119999999999976,0,1,0.06504065040650407,0.016975308641975308,0.048065341764528764,0.009649122807017544
FBgn0259227,IP14232p,;CG14714;CG18479,6.7048,6.3672,6.4448,6.2961,6.6822,6.7571,6.7473,6.8248,0.38009999999999966,0,0,0.06504065040650407,0.016975308641975308,0.048065341764528764,0.009649122807017544
FBgn0030457,26S proteasome non-ATPase regulatory subunit 5;26S proteasome non-ATPase regulatory subunit 5,CG12096;S5b,6.6239,6.533,6.5295,6.5105,6.43,6.5532,6.9129,6.8632,0.37989999999999924,0,0,0.06504065040650407,0.016975308641975308,0.048065341764528764,0.009649122807017544
3626,Carbonic anhydrase (Fragment);Carbonic anhydrase;Carbonic anhydrase,CAH9;CG6074;CG6074-RA,5.6813,5.2984,5.5575,5.5242,5.2836,5.4047,5.675,5.5766,0.3765999999999998,0,0,0.06504065040650407,0.016975308641975308,0.048065341764528764,0.009649122807017544
FBgn0030854,"LD36501p;Uncharacterized protein, isoform B",CC4;Dmel\CG8289;Tsp42Ef,7.5932,7.1572,7.2697,7.2084,7.3642,7.3591,7.5337,7.5825,0.37650000000000006,0,0,0.06504065040650407,0.016975308641975308,0.048065341764528764,0.009649122807017544
FBgn0032042,RE08678p;FI23523p1,CG13398;Dmel\CG13398,5.9056,5.6009,5.7135,5.6719,5.5062,5.5276,5.9764,6.0132,0.3754999999999997,0,0,0.06504065040650407,0.016975308641975308,0.048065341764528764,0.009649122807017544
FBgn0010114,"RT02802p (Fragment);Locomotion-related protein Hikaru genki;Locomotion-related protein Hikaru genki, Isoform 1;Locomotion-related protein Hikaru genki, Isoform 2;Locomotion-related protein Hikaru genki, Isoform 4",;hig;hig-RC,7.6245,7.0449,6.9627,7.1137,7.3637,7.3991,7.4192,7.4902,0.37429999999999986,0,1,0.06707317073170732,0.016975308641975308,0.05009786208973201,0.009649122807017544
FBgn0086359,Leishmanolysin-like peptidase,Invadolysin,7.0429,6.7318,6.6657,6.6694,6.8284,6.898,7.1059,7.0918,0.3741000000000003,1,0,0.06707317073170732,0.018518518518518517,0.048554652213188804,0.010526315789473684
FBgn0002306,"Stranded at second, isoform D;RT11164p (Fragment);Putative epidermal cell surface receptor",sas;sas-RB,7.1555,6.8845,7.0962,7.0114,7.2434,7.2379,7.2573,7.1329,0.3727999999999998,0,1,0.06910569105691057,0.018518518518518517,0.05058717253839205,0.010526315789473684
FBgn0033846,"Protein lin-54 homolog;RE32583p;Myb-interacting protein 120, isoform B;FI18123p1",CG6061;mip120;mip120-RA,6.6563,6.5294,6.4764,6.5882,6.6887,6.7311,6.9016,6.9666,0.3722000000000003,0,0,0.06910569105691057,0.018518518518518517,0.05058717253839205,0.010526315789473684
FBgn0033205,Uncharacterized protein;FI07747p (Fragment);SD07613p,CG2064;CG2064-RA;Dmel\CG2064;Dmel\CG2065;Dmel\CG2070,5.4348,5.3621,5.619,5.5748,5.5938,5.6161,5.7337,5.8205,0.37159999999999993,0,0,0.06910569105691057,0.018518518518518517,0.05058717253839205,0.010526315789473684
FBgn0264302,"Uncharacterized protein, isoform B;GEO05642p1",wrm1,6.5199,6.0733,6.1511,6.0372,6.3567,6.3055,6.4446,6.3738,0.37130000000000063,0,0,0.06910569105691057,0.018518518518518517,0.05058717253839205,0.010526315789473684
3393,Protein dispatched,disp,5.7667,5.5384,5.6644,5.7063,5.5629,5.602,5.9094,5.9324,0.37099999999999955,0,0,0.06910569105691057,0.018518518518518517,0.05058717253839205,0.010526315789473684
FBgn0039705,"Autophagy-related 16, isoform F;Autophagy-related 16, isoform C",Atg16;CG31033-RB;CG31033-RE,8.0922,7.8045,7.7632,8.2051,8.3222,8.4133,8.175,8.0939,0.3705000000000007,0,0,0.06910569105691057,0.018518518518518517,0.05058717253839205,0.010526315789473684
FBgn0039186,"Uncharacterized protein, isoform G;RH13835p;LD15527p;Uncharacterized protein, isoform A",CG5746;Dmel\CG5746,6.3396,6.0506,5.8618,5.7262,6.0356,6.1412,6.4209,6.6486,0.3702999999999994,0,0,0.06910569105691057,0.018518518518518517,0.05058717253839205,0.010526315789473684
FBgn0086129,"Something that sticks like glue, isoform A",snama,6.5155,6.0098,6.1633,6.1444,5.8648,5.8546,6.3795,6.5922,0.3696999999999999,0,0,0.06910569105691057,0.018518518518518517,0.05058717253839205,0.010526315789473684
3649,"Discoidin domain receptor, isoform F",Ddr,5.3026,5.3828,5.5758,5.4445,5.3684,5.3228,5.7518,5.6337,0.36900000000000066,0,0,0.06910569105691057,0.018518518518518517,0.05058717253839205,0.010526315789473684
3470,Hyrax,hyx,5.5988,5.4513,5.6447,5.6514,5.5506,5.5842,5.8198,5.8822,0.36850000000000005,0,0,0.06910569105691057,0.018518518518518517,0.05058717253839205,0.010526315789473684
FBgn0039581,"RE23622p (Fragment);Peptidylprolyl cis-trans isomerase;Moca-cyp, isoform A",Moca-cyp,7.0918,6.476,6.639,6.479,6.0315,6.076,6.8422,7.0931,0.3662000000000001,1,0,0.06910569105691057,0.020061728395061727,0.04904396266184884,0.011403508771929825
FBgn0032021,Protein quiver,Dmel\CG7781,7.1162,6.5544,6.6079,6.5094,6.944,7.0099,6.9193,7.0495,0.36489999999999956,0,1,0.07113821138211382,0.020061728395061727,0.05107648298705209,0.011403508771929825
FBgn0259110,"Mind-meld, isoform E",CG9163;CG9163-RA;mmd,7.0791,7.0561,7.311,7.1323,7.4524,7.4741,7.4203,7.3026,0.3642000000000003,0,1,0.07317073170731707,0.020061728395061727,0.05310900331225534,0.011403508771929825
FBgn0285955,"Crossveinless c, isoform C;IP11791p (Fragment);RE02250p;Crossveinless c, isoform A",cv-c;RhoGAP88C,5.7613,5.3729,5.4621,5.4611,5.3481,5.3842,5.7368,5.8806,0.3639000000000001,0,0,0.07317073170731707,0.020061728395061727,0.05310900331225534,0.011403508771929825
FBgn0005322,GH08677p,nmd,6.0034,5.8183,5.6903,5.7982,5.8882,5.8741,6.1821,6.0415,0.36380000000000035,0,0,0.07317073170731707,0.020061728395061727,0.05310900331225534,0.011403508771929825
FBgn0010415,Syndecan;Syndecan,Sdc,7.3943,6.9966,7.1378,6.9793,7.3098,7.389,7.36,7.5684,0.3634000000000004,0,1,0.07520325203252033,0.020061728395061727,0.055141523637458605,0.011403508771929825
3676,Gastrulation defective protein 1 homolog,CG5543,5.2697,5.3405,5.3729,5.4049,5.2743,5.3029,5.7015,5.7044,0.36100000000000065,0,0,0.07520325203252033,0.020061728395061727,0.055141523637458605,0.011403508771929825
FBgn0032943,Tetraspanin,Tsp39D,6.5998,5.9542,6.5078,6.2868,6.5248,6.5477,6.3144,6.6733,0.36019999999999985,0,1,0.07723577235772358,0.020061728395061727,0.057174043962661854,0.011403508771929825
3705,WW domain-containing oxidoreductase;WW domain-containing oxidoreductase,Wwox,5.6939,5.2583,5.3691,5.2324,5.058,5.1619,5.6184,5.5698,0.3601000000000001,0,0,0.07723577235772358,0.020061728395061727,0.057174043962661854,0.011403508771929825
FBgn0050389,"Uncharacterized protein, isoform E;Uncharacterized protein, isoform F;Uncharacterized protein, isoform A;AT02070p",BcDNA:AT02070;CG4126;Dmel\CG30389,6.3833,6.3427,6.2222,6.3509,6.2988,6.2505,6.7027,6.2379,0.3600000000000003,0,0,0.07723577235772358,0.020061728395061727,0.057174043962661854,0.011403508771929825
FBgn0019982,"GS1-like, isoform B",Gs1l,6.8774,6.5254,6.7348,6.5729,6.5707,6.5549,6.8852,6.9029,0.3597999999999999,0,0,0.07723577235772358,0.020061728395061727,0.057174043962661854,0.011403508771929825
FBgn0262512,GEO13293p1 (Fragment);V-type proton ATPase subunit F 1,;Vha14-1,6.4335,6.0073,6.0629,6.1007,6.1637,6.1228,6.3662,6.4588,0.3589000000000002,0,0,0.07723577235772358,0.020061728395061727,0.057174043962661854,0.011403508771929825
1810,Complex I-B14,ND-B14,6.7847,6.2663,6.4435,6.4589,6.6066,6.5711,6.625,6.8233,0.3586999999999998,0,0,0.07723577235772358,0.020061728395061727,0.057174043962661854,0.011403508771929825
FBgn0030348,Uncharacterized protein;IP10506p,CG10352;Dmel\CG10352,6.2402,6.1106,6.1911,6.1146,6.1441,6.217,6.4686,6.4697,0.35800000000000054,0,0,0.07723577235772358,0.020061728395061727,0.057174043962661854,0.011403508771929825
FBgn0263930,"Division abnormally delayed protein;Division abnormally delayed, isoform B",dally,7.0893,6.6359,6.4436,6.3724,7.1844,7.2403,6.9935,7.185,0.3575999999999997,0,1,0.07926829268292683,0.020061728395061727,0.0592065642878651,0.011403508771929825
3561,"Misexpression suppressor of ras 4, isoform C;Misexpression suppressor of ras 4, isoform D;Misexpression suppressor of ras 4, isoform A",MESR4;MESR4-RB,5.7141,5.3793,5.5913,5.4336,5.4219,5.3996,5.7354,5.9172,0.3561000000000005,0,0,0.07926829268292683,0.020061728395061727,0.0592065642878651,0.011403508771929825
FBgn0035370,LD45195p,Non2,6.5827,6.2953,6.3612,6.3973,6.3871,6.3366,6.6514,6.7733,0.35609999999999964,0,0,0.07926829268292683,0.020061728395061727,0.0592065642878651,0.011403508771929825
3510,Hornerin,HRNR,6.1061,5.5622,5.7131,5.6247,4.8835,5.1124,5.9182,5.9986,0.35599999999999987,0,0,0.07926829268292683,0.020061728395061727,0.0592065642878651,0.011403508771929825
2778,RING-type E3 ubiquitin transferase;E3 ubiquitin-protein ligase mind-bomb,mib1,6.1878,6.029,6.0244,5.8577,5.9924,6.0025,6.3843,6.3017,0.3552999999999997,0,0,0.07926829268292683,0.020061728395061727,0.0592065642878651,0.011403508771929825
FBgn0037900,CG5276 protein;CG5276 protein;CG5276 protein;CG5276 protein;CG5276 protein;CG5276 protein,CG5276;Dmel\CG5276,5.1256,5.0176,5.35,5.1519,5.0592,5.1972,5.3722,5.3508,0.35460000000000047,0,0,0.07926829268292683,0.020061728395061727,0.0592065642878651,0.011403508771929825
3258,"LD18192p (Fragment);Uncharacterized protein, isoform A",;CG6700;Dmel\CG6700,5.8563,5.5935,5.8625,5.7061,5.7962,5.8675,5.948,5.9174,0.3545000000000007,0,0,0.07926829268292683,0.020061728395061727,0.0592065642878651,0.011403508771929825
FBgn0032479,LD10349p,CG16974;CG16974-RA;CT35580,6.1411,5.7805,5.8307,5.7215,6.0476,6.0349,6.1348,6.1734,0.3543000000000003,0,1,0.08130081300813008,0.020061728395061727,0.06123908461306835,0.011403508771929825
FBgn0002031,Prohibitin;Protein l(2)37Cc,;l(2)37Cc,7.5601,7.0796,7.0753,7.4987,7.363,7.444,7.4334,7.4521,0.35379999999999967,1,0,0.08130081300813008,0.021604938271604937,0.05969587473652514,0.012280701754385965
3765,Transporter;Transporter;Transporter;Transporter,CG15088;List,5.7866,5.1266,5.2809,5.2476,4.9126,5.0606,5.4802,5.1294,0.35360000000000014,0,0,0.08130081300813008,0.021604938271604937,0.05969587473652514,0.012280701754385965
FBgn0021795,Signal sequence receptor subunit delta,Tapdelta,6.9431,5.8703,5.5751,6.224,6.8092,6.8146,6.2236,6.114,0.35329999999999995,0,0,0.08130081300813008,0.021604938271604937,0.05969587473652514,0.012280701754385965
3766,Tudor domain-containing protein 3,Tdrd3,5.2944,5.0937,5.3235,5.3061,4.9641,5.0004,5.4468,5.5743,0.3530999999999995,0,0,0.08130081300813008,0.021604938271604937,0.05969587473652514,0.012280701754385965
FBgn0267728,Off-track2,otk2,6.1842,5.7935,6.092,5.9648,6.0801,6.1074,6.144,6.1396,0.35050000000000026,0,1,0.08333333333333333,0.021604938271604937,0.06172839506172839,0.012280701754385965
1155,"Endosulfine, isoform A",endos,7.0326,6.7751,6.8467,6.9095,6.9178,6.9493,7.1207,7.0326,0.34560000000000013,0,0,0.08333333333333333,0.021604938271604937,0.06172839506172839,0.012280701754385965
FBgn0263994,"Uncharacterized protein, isoform C;Uncharacterized protein, isoform B",CG15028;Dmel\CG43737,7.4465,6.7668,6.4179,6.647,7.5501,7.6088,7.112,7.2561,0.3452000000000002,0,0,0.08333333333333333,0.021604938271604937,0.06172839506172839,0.012280701754385965
FBgn0000100,60S acidic ribosomal protein P0;60S acidic ribosomal protein P0,RpLP0,7.2171,6.4402,6.8556,6.784,7.0955,7.0849,6.7854,6.9528,0.3452000000000002,0,0,0.08333333333333333,0.021604938271604937,0.06172839506172839,0.012280701754385965
