#,CMT,GeneID,Name,#SEQ,ave_SP,SP,SP200,SP_PHO,TM_PHO,ave_GPI,XC,Others,XC_HH,Others_HH,GO_CC
440,CMT_M,FBgn0031802,ppk7,12,0.000,0.000,0.000,0.000,2.833,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
441,CMT_M,FBgn0031803,ppk14,12,0.000,0.000,0.000,0.000,1.750,0.167,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
442,CMT_M,FBgn0032602,ppk17,12,0.000,0.000,0.000,0.000,2.000,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
443,CMT_M,FBgn0034489,ppk6,13,0.000,0.000,0.000,0.000,1.923,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
444,CMT_M,FBgn0034730,ppk12,12,0.000,0.000,0.000,0.000,2.000,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
445,CMT_M,FBgn0034965,ppk29,14,0.024,0.000,0.071,0.000,1.643,0.214,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
446,CMT_M,FBgn0035458,ppk27,11,0.000,0.000,0.000,0.000,2.182,0.091,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
447,CMT_M,FBgn0035785,ppk26,12,0.000,0.000,0.000,0.000,2.000,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
448,CMT_M,FBgn0039424,ppk15,13,0.000,0.000,0.000,0.000,2.077,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
449,CMT_M,FBgn0039675,ppk21,17,0.000,0.000,0.000,0.000,1.941,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
450,CMT_M,FBgn0039676,ppk20,14,0.000,0.000,0.000,0.000,2.500,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS; GO:0016020:membrane:ISM;
451,CMT_M,FBgn0039677,ppk30,16,0.000,0.000,0.000,0.000,1.562,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
452,CMT_M,FBgn0039679,ppk19,15,0.000,0.000,0.000,0.000,2.000,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
453,CMT_M,FBgn0039839,ppk24,12,0.000,0.000,0.000,0.000,2.000,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
454,CMT_M,FBgn0050181,ppk3,12,0.194,0.083,0.250,0.250,3.917,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
455,CMT_M,FBgn0051065,ppk31,12,0.111,0.000,0.167,0.167,1.667,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
456,CMT_M,FBgn0051105,ppk22,13,0.000,0.000,0.000,0.000,1.923,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
457,CMT_M,FBgn0052792,ppk8,11,0.000,0.000,0.000,0.000,1.727,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
458,CMT_M,FBgn0053289,ppk5,17,0.000,0.000,0.000,0.000,1.765,0.265,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
459,CMT_M,FBgn0053349,ppk25,12,0.000,0.000,0.000,0.000,2.083,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS; GO:0043234:protein complex:IPI;
460,CMT_M,FBgn0053508,ppk13,12,0.000,0.000,0.000,0.000,2.000,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
461,CMT_M,FBgn0065108,ppk16,11,0.000,0.000,0.000,0.000,2.000,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
462,CMT_M,FBgn0065109,ppk11,12,0.000,0.000,0.000,0.000,1.917,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
463,CMT_M,FBgn0065110,ppk10,13,0.103,0.077,0.077,0.154,2.154,0.192,ASC:1,Glyco_hydro_38:0.0769,N/A,N/A,GO:0016021:integral component of membrane:ISS;
464,CMT_M,FBgn0085398,ppk9,13,0.000,0.000,0.000,0.000,2.231,0.038,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
465,CMT_M,FBgn0265001,ppk18,14,0.024,0.000,0.000,0.071,1.714,0.000,ASC:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS;
466,CMT_E,FBgn0015010,Ag5r,13,0.974,0.923,1.000,1.000,0.000,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM; GO:0005576:extracellular region:ISM;
467,CMT_E,FBgn0020508,Ag5r2,9,1.000,1.000,1.000,1.000,0.000,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM; GO:0005576:extracellular region:ISM;
468,CMT_E,FBgn0030562,CG9400,10,0.967,0.900,1.000,1.000,0.000,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
469,CMT_E,FBgn0034623,CG9822,12,1.000,1.000,1.000,1.000,0.000,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
470,CMT_E,FBgn0034624,CG17974,11,1.000,1.000,1.000,1.000,0.000,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
471,CMT_E,FBgn0035042,CG3640,8,0.875,0.875,0.875,0.875,0.000,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
472,CMT_E,FBgn0036070,CG8072,14,0.571,0.571,0.571,0.571,0.000,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
473,CMT_E,FBgn0036072,CG6628,12,0.861,0.833,0.833,0.917,0.000,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
474,CMT_E,FBgn0037879,scpr-C,33,0.909,0.909,0.909,0.909,0.030,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
475,CMT_E,FBgn0037888,scpr-B,33,0.909,0.909,0.909,0.909,0.030,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
476,CMT_E,FBgn0037889,scpr-A,33,0.909,0.909,0.909,0.909,0.030,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:IDA;
477,CMT_E,FBgn0038126,CG8483,13,1.000,1.000,1.000,1.000,0.000,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:IEA; GO:0005576:extracellular region:ISM;
478,CMT_E,FBgn0050486,CG30486,8,1.000,1.000,1.000,1.000,0.000,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:IDA;
479,CMT_E,FBgn0050488,antr,12,0.833,0.833,0.833,0.833,0.000,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:IDA;
480,CMT_G,FBgn0051286,CG31286,6,0.833,0.833,0.833,0.833,0.167,0.750,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
481,CMT_[GE],FBgn0051482,CG31482,20,0.600,0.600,0.600,0.600,0.250,0.400,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
482,CMT_E,FBgn0052679,CG32679,12,0.750,0.750,0.750,0.750,0.083,0.000,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
483,CMT_E,FBgn0054002,CG34002,18,0.833,0.778,0.833,0.889,0.111,0.111,CAP:1,N/A,N/A,N/A,GO:0005615:extracellular space:IDA; GO:0005615:extracellular space:ISM;
484,CMT_E,FBgn0250842,CG17575,19,1.000,1.000,1.000,1.000,0.000,0.237,CAP:1,N/A,N/A,N/A,GO:0005615:extracellular space:ISM; GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:IDA; GO:0005615:extracellular space:IDA;
485,CMT_E,FBgn0260766,CG42564,10,0.900,0.900,0.900,0.900,0.000,0.000,CAP:1,N/A,N/A,N/A,GO:0005615:extracellular space:ISM; GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:IDA;
486,CMT_E,FBgn0261848,CG42780,7,1.000,1.000,1.000,1.000,0.000,0.000,CAP:1,N/A,N/A,N/A,N/A
487,CMT_E,FBgn0264297,CG43775,26,0.910,0.808,0.962,0.962,0.115,0.038,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
488,CMT_E,FBgn0264298,CG43776,26,0.910,0.808,0.962,0.962,0.115,0.038,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
489,CMT_E,FBgn0264299,CG43777,26,0.910,0.808,0.962,0.962,0.115,0.038,CAP:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
490,CMT_E,FBgn0051296,CG31296,10,1.000,1.000,1.000,1.000,0.000,0.000,CAP:0.9,N/A,N/A,N/A,GO:0005576:extracellular region:ISS; GO:0005576:extracellular region:ISM;
491,CMT_E,FBgn0032853,CG10651,9,0.593,0.667,0.667,0.444,0.000,0.056,CAP:0.889; Collagen:0.111,N/A,N/A,N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:IDA;
492,CMT_E,FBgn0052313,CG32313,11,0.818,1.000,1.000,0.455,0.545,0.455,CAP:0.818,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
493,CMT_E,FBgn0037650,CG11977,15,0.622,0.533,0.533,0.800,0.000,0.067,CAP:0.8,N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
494,CMT_GE,FBgn0261832,CG42764,13,0.692,0.692,0.692,0.692,0.385,0.269,CAP:0.615,N/A,N/A,N/A,GO:0005575:cellular_component:ND;
495,CMT_S,FBgn0002577,m,12,0.472,0.000,1.000,0.417,1.500,0.000,Zona_pellucida:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISS; GO:0016324:apical plasma membrane:IDA;
496,CMT_S,FBgn0004511,dy,12,0.222,0.000,0.667,0.000,1.417,0.000,Zona_pellucida:1,N/A,N/A,N/A,GO:0005886:plasma membrane:NAS; GO:0016021:integral component of membrane:ISS;
497,CMT_G,FBgn0028622,qsm,12,1.000,1.000,1.000,1.000,0.667,0.875,Zona_pellucida:1,N/A,N/A,N/A,N/A
498,CMT_S,FBgn0029128,tyn,21,0.524,0.333,0.762,0.476,1.429,0.000,"PAN[PAN_1:1, PAN_4:1]; Zona_pellucida:1",N/A,N/A,N/A,GO:0016324:apical plasma membrane:IDA;
499,CMT_S,FBgn0030001,cyr,14,0.619,0.143,0.929,0.786,1.143,0.000,Zona_pellucida:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISM;
500,CMT_S,FBgn0035543,CG15020,13,0.949,1.000,1.000,0.846,1.077,0.000,Zona_pellucida:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISM;
501,CMT_S,FBgn0037796,CG12814,36,0.861,0.750,0.972,0.861,1.111,0.000,Zona_pellucida:1,N/A,N/A,N/A,N/A
502,CMT_S,FBgn0039048,CG17111,13,0.538,0.308,0.692,0.615,1.000,0.000,PAN[PAN_1:1]; Zona_pellucida:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISM;
503,CMT_S,FBgn0039851,mey,11,0.848,0.727,0.909,0.909,1.000,0.000,PAN[PAN_1:1]; Zona_pellucida:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISM;
504,CMT_S,FBgn0039852,nyo,12,1.000,1.000,1.000,1.000,1.000,0.000,PAN[PAN_1:1]; Zona_pellucida:1,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISM;
505,CMT_S,FBgn0066365,dyl,12,0.917,0.917,0.917,0.917,1.000,0.000,Zona_pellucida:1,N/A,N/A,N/A,GO:0016324:apical plasma membrane:IDA;
506,CMT_S,FBgn0250871,pot,15,0.822,0.733,1.000,0.733,1.000,0.000,Zona_pellucida:0.933,N/A,N/A,N/A,GO:0045177:apical part of cell:IDA;
507,CMT_S,FBgn0039704,neo,11,0.909,0.909,0.909,0.909,1.000,0.000,PAN[PAN_1:1]; Zona_pellucida:0.909,N/A,N/A,N/A,GO:0016021:integral component of membrane:ISM;
508,CMT_S,FBgn0020521,pio,16,1.000,1.000,1.000,1.000,0.875,0.000,Zona_pellucida:0.875,N/A,Zona_pellucida,N/A,GO:0045177:apical part of cell:IDA;
509,CMT_E,FBgn0037972,CG10005,21,0.952,0.952,0.952,0.952,0.000,0.000,Zona_pellucida:0.381,N/A,N/A,N/A,GO:0005575:cellular_component:ND;
510,CMT_E,FBgn0036985,zye,13,0.949,1.000,1.000,0.846,0.000,0.077,Zona_pellucida:0.231,TMEM95:0.0769,Zona_pellucida,N/A,GO:0016324:apical plasma membrane:IDA;
511,CMT_S,FBgn0016047,nompA,15,0.933,0.933,0.933,0.933,1.000,0.000,PAN[PAN_1:1],N/A,Zona_pellucida,N/A,GO:0031012:extracellular matrix:IDA; GO:0005576:extracellular region:NAS;
512,CMT_[GS],FBgn0033645,CG13196,12,0.861,0.833,0.917,0.833,1.000,0.667,N/A,N/A,Zona_pellucida,N/A,GO:0016021:integral component of membrane:ISM;
513,CMT_E,FBgn0026721,fat-spondin,13,0.923,0.923,0.923,0.923,0.000,0.000,TSP_1:1; Spond_N:1; Reeler:0.923; Kunitz_BPTI:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISS; GO:0005576:extracellular region:NAS; GO:0005576:extracellular region:IDA;
514,CMT_E,FBgn0029791,CG4096,18,1.000,1.000,1.000,1.000,0.000,0.167,Reprolysin[Reprolysin:1]; Pep_M12B_propep:0.944; TSP_1:1; ADAM_spacer1:0.667,N/A,TSP_1; ADAM_CR; Disintegrin,N/A,GO:0005578:proteinaceous extracellular matrix:IEA;
515,CMT_E,FBgn0032252,loh,19,0.842,0.842,0.842,0.842,0.000,0.000,PLAC:0.947; TSP_1:1; ADAM_spacer1:0.947,N/A,N/A,N/A,GO:0005578:proteinaceous extracellular matrix:IEA; GO:0031012:extracellular matrix:IDA;
516,CMT_E,FBgn0033710,CG17739,12,0.972,0.917,1.000,1.000,0.000,0.000,TSP_1:1; Spond_N:1; Reeler:1; Kunitz_BPTI:1,N/A,N/A,N/A,GO:0005576:extracellular region:ISS;
517,CMT_[TE],FBgn0038341,AdamTS-A,24,0.125,0.000,0.250,0.125,0.875,0.312,"Reprolysin[Reprolysin_5:0.833, Reprolysin:0.167]; TSP_1:1; Pep_M12B_propep:1; GON:1; ADAM_spacer1:1; Salp15:0.208",N/A,TSP_1,N/A,GO:0005578:proteinaceous extracellular matrix:IEA;
518,CMT_E,FBgn0050046,CG30046,13,0.923,0.923,0.923,0.923,0.000,0.000,TSP_1:1; Spond_N:1; Reeler:1; Kunitz_BPTI:0.923,N/A,N/A,N/A,N/A
519,CMT_E,FBgn0050203,CG30203,12,1.000,1.000,1.000,1.000,0.000,0.042,TSP_1:1; Spond_N:1; Reeler:1; Kunitz_BPTI:1,N/A,N/A,N/A,N/A
520,CMT_E,FBgn0020269,mspo,12,0.806,0.750,0.833,0.833,0.250,0.000,Spond_N:1; TSP_1:0.917; Prominin:0.0833,N/A,TSP_1,N/A,GO:0005578:proteinaceous extracellular matrix:NAS;
521,CMT_E,FBgn0259241,CG42339,19,0.614,0.579,0.632,0.632,0.000,0.079,Somatomedin_B:0.684; TSP_1:0.526,N/A,N/A,N/A,N/A
522,CMT_E,FBgn0037941,CG12594,12,0.833,0.667,0.917,0.917,0.000,0.000,Laminin_G[Laminin_G_2:0.917]; TSP_1:0.0833,N/A,TSP_1,N/A,GO:0005575:cellular_component:ND;
523,CMT_E,FBgn0052183,Ccn,13,0.846,0.846,0.846,0.846,0.000,0.000,FnI-like[VWC:0.846]; TSP_1:0.0769,N/A,Cystine-knot[Cys_knot]; TSP_1,N/A,N/A
524,CMT_E,FBgn0036287,CG10663,12,0.722,0.833,0.833,0.500,0.000,0.042,Trypsin[Trypsin:1],N/A,TSP_1,N/A,N/A
525,CMT_E,FBgn0086408,stl,13,0.744,0.615,0.846,0.769,0.077,0.000,Reprolysin[Reprolysin:0.923]; Pep_M12B_propep:0.692,N/A,TSP_1; ADAM_spacer1,N/A,N/A
526,CMT_S,FBgn0000497,ds,16,0.333,0.000,0.562,0.438,0.938,0.000,"Cadherin[Cadherin:1, Cadherin_3:0.875]",N/A,Cadherin[Cadherin_2],Cadherin_C,GO:0005886:plasma membrane:ISS; GO:0016021:integral component of membrane:TAS; GO:0005887:integral component of plasma membrane:ISS; GO:0005887:integral component of plasma membrane:ISS; GO:0005887:integral component of plasma membrane:IDA;
527,CMT_S,FBgn0036715,Cad74A,12,0.917,0.917,0.917,0.917,1.000,0.000,"Cadherin[Cadherin:1, Cadherin_3:0.917]",N/A,N/A,N/A,GO:0005887:integral component of plasma membrane:ISS; GO:0016324:apical plasma membrane:IDA; GO:0016324:apical plasma membrane:IDA; GO:0005902:microvillus:IDA;
528,CMT_S,FBgn0037963,Cad87A,13,0.923,0.923,0.923,0.923,1.000,0.000,"Cadherin[Cadherin:1, Cadherin_3:1]",N/A,N/A,N/A,GO:0005887:integral component of plasma membrane:ISS; GO:0016021:integral component of membrane:NAS; GO:0005886:plasma membrane:IEA;
529,CMT_S,FBgn0038247,Cad88C,14,0.048,0.000,0.143,0.000,1.429,0.000,"Cadherin[Cadherin:1, Cadherin_3:0.786]",N/A,N/A,N/A,GO:0005887:integral component of plasma membrane:ISS; GO:0005886:plasma membrane:IEA;
530,CMT_S,FBgn0038439,Cad89D,13,0.564,0.538,0.538,0.615,1.154,0.000,Cadherin[Cadherin:1],N/A,N/A,N/A,GO:0005887:integral component of plasma membrane:ISS; GO:0005886:plasma membrane:IEA;
531,CMT_S,FBgn0039294,Cad96Cb,20,0.550,0.500,0.700,0.450,1.200,0.050,Cadherin[Cadherin:1],N/A,Cadherin[Cadherin_2],N/A,GO:0005887:integral component of plasma membrane:ISS; GO:0005886:plasma membrane:IEA;
532,CMT_S,FBgn0039709,Cad99C,13,0.846,0.846,0.846,0.846,1.000,0.000,"Cadherin[Cadherin:1, Cadherin_3:0.615]",N/A,Cadherin[Cadherin_2],N/A,GO:0005887:integral component of plasma membrane:ISS; GO:0016021:integral component of membrane:ISS; GO:0005902:microvillus:IDA; GO:0005902:microvillus:IDA; GO:0016324:apical plasma membrane:IDA;
533,CMT_S,FBgn0039928,Cals,15,0.867,0.800,1.000,0.800,1.067,0.000,"Laminin_G[Laminin_G_2:0.867, Laminin_G_3:0.267]; Cadherin[Cadherin:1]",N/A,Cadherin[Cadherin_2],N/A,GO:0005887:integral component of plasma membrane:ISS; GO:0005576:extracellular region:ISS; GO:0045211:postsynaptic membrane:ISS;
534,CMT_S,FBgn0261053,Cad86C,27,0.074,0.037,0.037,0.148,1.185,0.019,Cadherin[Cadherin:0.963],N/A,N/A,N/A,GO:0005887:integral component of plasma membrane:ISS; GO:0016021:integral component of membrane:NAS; GO:0035003:subapical complex:IDA;
535,CMT_S,FBgn0022800,Cad96Ca,12,0.278,0.000,0.833,0.000,1.583,0.000,Cadherin[Cadherin:0.667],PKinase[Pkinase_Tyr:1],N/A,N/A,GO:0005887:integral component of plasma membrane:ISS; GO:0016020:membrane:IEA; GO:0045177:apical part of cell:IDA;
536,CMT_M,FBgn0035789,mthl6,4,0.750,0.750,0.750,0.750,6.250,0.000,Methuselah_N:1,GPCR_A[7tm_2:1],N/A,N/A,GO:0016021:integral component of membrane:ISS; GO:0016021:integral component of membrane:ISS;
537,CMT_M,FBgn0035847,mthl7,5,1.000,1.000,1.000,1.000,7.000,0.400,Methuselah_N:1,N/A,N/A,"GPCR_A[7tm_2, Dicty_CAR, Frizzled, Ocular_alb, 7tm_1, Git3, 7TM_GPCR_Srx, 7TM_GPCR_Srsx, 7TM_GPCR_Srw, DUF621]; STE3",GO:0016021:integral component of membrane:ISS; GO:0016021:integral component of membrane:ISS;
538,CMT_M,FBgn0045442,mthl12,7,1.000,1.000,1.000,1.000,6.714,0.071,Methuselah_N:1,GPCR_A[7tm_2:0.286],N/A,"GPCR_A[7tm_2, Dicty_CAR, Ocular_alb, Frizzled, 7tm_1, Git3, 7TM_GPCR_Srsx, 7TM_GPCR_Srx, 7TM_GPCR_Srw, 7TM_GPCR_Srt, DUF621]; STE3",GO:0016021:integral component of membrane:ISS;
539,CMT_M,FBgn0045443,mthl11,11,1.000,1.000,1.000,1.000,6.909,0.000,Methuselah_N:1,GPCR_A[7tm_1:1],N/A,N/A,GO:0016021:integral component of membrane:ISS;
540,CMT_M,FBgn0035132,mthl10,42,0.040,0.000,0.119,0.000,7.905,0.000,Methuselah_N:0.976,GPCR_A[7tm_2:1],N/A,N/A,GO:0016021:integral component of membrane:ISS; GO:0016021:integral component of membrane:ISS;
541,CMT_M,FBgn0023000,mth,51,0.863,0.863,0.882,0.843,6.784,0.049,Methuselah_N:0.941,"Chemosens_recp[7tm_6:0.0196]; GPCR_A[7tm_2:0.882, 7tm_1:0.0784]",N/A,N/A,GO:0016021:integral component of membrane:TAS; GO:0005887:integral component of plasma membrane:IDA;
542,CMT_M,FBgn0028956,mthl3,51,0.863,0.863,0.882,0.843,6.784,0.049,Methuselah_N:0.941,"Chemosens_recp[7tm_6:0.0196]; GPCR_A[7tm_2:0.882, 7tm_1:0.0784]",N/A,N/A,GO:0016021:integral component of membrane:ISS; GO:0016021:integral component of membrane:ISS;
543,CMT_M,FBgn0034219,mthl4,51,0.863,0.863,0.882,0.843,6.784,0.049,Methuselah_N:0.941,"Chemosens_recp[7tm_6:0.0196]; GPCR_A[7tm_2:0.882, 7tm_1:0.0784]",N/A,N/A,GO:0016021:integral component of membrane:ISS; GO:0016021:integral component of membrane:ISS;
544,CMT_M,FBgn0035623,mthl2,51,0.863,0.863,0.882,0.843,6.784,0.049,Methuselah_N:0.941,"Chemosens_recp[7tm_6:0.0196]; GPCR_A[7tm_2:0.882, 7tm_1:0.0784]",N/A,N/A,GO:0016021:integral component of membrane:ISS; GO:0016021:integral component of membrane:ISS;
545,CMT_M,FBgn0035131,mthl9,12,0.917,0.917,0.917,0.917,6.667,0.000,Methuselah_N:0.917,N/A,N/A,"GPCR_A[Dicty_CAR, 7tm_2, Frizzled, Ocular_alb, Git3, 7tm_1, 7TM_GPCR_Srx]; STE3",GO:0016021:integral component of membrane:ISS; GO:0016021:integral component of membrane:ISS;
546,CMT_M,FBgn0052475,mthl8,10,0.900,0.900,0.900,0.900,6.700,0.000,Methuselah_N:0.9,N/A,N/A,"GPCR_A[7tm_2, Dicty_CAR, Frizzled, Ocular_alb, Git3, 7tm_1, 7TM_GPCR_Srsx]",GO:0016021:integral component of membrane:ISS; GO:0016021:integral component of membrane:ISS;
547,CMT_M,FBgn0050018,mthl13,8,0.750,0.750,0.750,0.750,6.375,0.000,Methuselah_N:0.875,GPCR_A[7tm_2:0.75],N/A,"GPCR_A[7tm_2, Dicty_CAR, Ocular_alb, 7tm_1, Frizzled, Git3, 7TM_GPCR_Srsx, 7TM_GPCR_Srx, 7TM_GPCR_Srw, DUF621]; STE3",GO:0016021:integral component of membrane:ISS;
548,CMT_M,FBgn0051720,mthl15,21,0.730,0.714,0.762,0.714,4.381,0.024,Methuselah_N:0.81,GPCR_A[7tm_2:0.667],Methuselah_N,N/A,GO:0005887:integral component of plasma membrane:ISS;
549,CMT_M,FBgn0030766,mthl1,12,0.639,0.417,0.750,0.750,6.917,0.000,Methuselah_N:0.5,GPCR_A[7tm_2:1],Methuselah_N,N/A,GO:0016021:integral component of membrane:ISS; GO:0016021:integral component of membrane:ISS;
550,CMT_M,FBgn0052476,mthl14,13,0.744,0.692,0.769,0.769,7.000,0.000,Methuselah_N:0.0769,DUF963:0.0769,Methuselah_N,"GPCR_A[Dicty_CAR, 7tm_2, Ocular_alb, Frizzled, 7tm_1, Git3, 7TM_GPCR_Srx, 7TM_GPCR_Srab]; STE3",GO:0016021:integral component of membrane:ISS;
551,CMT_M,FBgn0037960,mthl5,19,0.825,0.789,0.895,0.789,7.211,0.000,N/A,GPCR_A[7tm_2:0.474],Methuselah_N,"GPCR_A[Dicty_CAR, 7tm_2, Ocular_alb, Frizzled, 7tm_1, 7TM_GPCR_Srsx, Git3, 7TM_GPCR_Srw, 7TM_GPCR_Srx, 7TM_GPCR_Srv, TAS2R, DUF621, Srg]; STE3",GO:0016021:integral component of membrane:ISS; GO:0016021:integral component of membrane:ISS;
552,CMT_E,FBgn0000395,cv-2,12,0.556,0.500,0.667,0.500,0.417,0.000,FnI-like[VWC:1]; VWD:1; C8:1; CAP:0.0833,N/A,N/A,N/A,GO:0009986:cell surface:IDA;
553,CMT_[TE],FBgn0003463,sog,12,0.139,0.000,0.417,0.000,0.833,0.000,FnI-like[VWC:1]; CHRD:0.917,N/A,N/A,N/A,GO:0005886:plasma membrane:ISS; GO:0005886:plasma membrane:NAS; GO:0016021:integral component of membrane:NAS;
554,CMT_E,FBgn0032414,CG17211,12,0.861,0.750,1.000,0.833,0.083,0.000,FnI-like[VWC:1],N/A,"FnI-like[VWC, TILa]",N/A,N/A
555,CMT_E,FBgn0033108,CG15236,13,0.513,0.154,0.692,0.692,0.000,0.000,FnI-like[VWC:1],N/A,N/A,N/A,N/A
556,CMT_S,FBgn0037016,CG13252,14,0.714,0.714,0.786,0.643,1.071,0.000,FnI-like[VWC:0.929]; Mucin:0.143,N/A,FnI-like[VWC]; C8; TIL,N/A,N/A
557,CMT_E,FBgn0039257,tnc,14,0.714,0.714,0.714,0.714,0.000,0.000,FnI-like[VWC:0.929],N/A,"FnI-like[VWC, TILa]",N/A,GO:0031012:extracellular matrix:IDA; GO:0031012:extracellular matrix:ISM; GO:0005615:extracellular space:IDA;
558,CMT_G,FBgn0032116,Mco1,12,0.500,0.167,0.833,0.500,0.500,0.792,"FnI-like[VWC:0.917]; Cu-oxidase[Cu-oxidase:1, Cu-oxidase_3:1, Cu-oxidase_2:1]",N/A,FnI-like[VWC],N/A,GO:0031233:intrinsic component of external side of plasma membrane:ISM; GO:0009986:cell surface:IDA; GO:0045178:basal part of cell:IDA;
559,CMT_[TE],FBgn0051869,CG31869,14,0.119,0.000,0.286,0.071,0.786,0.000,FnI-like[VWC:0.643],N/A,FnI-like[VWC],N/A,N/A
560,CMT_S,FBgn0037012,Rcd2,15,0.733,0.733,0.733,0.733,0.933,0.033,"FnI-like[TILa:0.133, VWC:0.267]",N/A,"FnI-like[VWC, TILa]",N/A,GO:0005886:plasma membrane:IDA;
561,CMT_SE,FBgn0259823,CG42404,13,0.513,0.000,0.769,0.769,0.692,0.000,FnI-like[VWC:0.0769],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
562,CMT_G,FBgn0052647,CG32647,12,0.361,0.167,0.583,0.333,0.333,0.708,N/A,N/A,"FnI-like[VWC, TILa]",N/A,GO:0005575:cellular_component:ND;
563,CMT_E,FBgn0036599,CG13044,12,1.000,1.000,1.000,1.000,0.000,0.167,Retinin_C:1,DUF963:0.0833,N/A,N/A,N/A
564,CMT_E,FBgn0036600,CG13043,20,1.000,1.000,1.000,1.000,0.000,0.100,Retinin_C:1; Cuticle_3:0.1,N/A,N/A,N/A,N/A
565,CMT_E,FBgn0036601,CG13063,6,1.000,1.000,1.000,1.000,0.000,0.000,Retinin_C:1,N/A,N/A,N/A,N/A
566,CMT_E,FBgn0036602,CG13042,13,0.923,0.923,0.923,0.923,0.000,0.000,Retinin_C:1,N/A,N/A,N/A,N/A
567,CMT_E,FBgn0036603,CG13062,1,1.000,1.000,1.000,1.000,0.000,0.000,Retinin_C:1,N/A,N/A,N/A,N/A
